AnoV,MesV,IDMODELO,MARCA,MODELO,VERSAO,MOTOR,VALV,TIPOPROP,TRANSM,DIRECAO,COMBUST,EFICIPROP,CATEGORIA,AnoF,AnoM,KM,QTDPROPR,REGIAO,PCCUSTO,PCVENDA
2022,9,25111,Audi,A3|Sedan,Performance|Black,2.0,16V,Hibrido,A,EL,G,13,138,0,A,Grande,2021,2021,14465,1,1,164475,191180
2022,9,24122,BMW,X1,sDrive|20i|X|Line,2.0,16V,Combustao,A,EL,G,10,312,0,A,UtilEsportivoGrande,2016,2017,138969,1,5,125033,147601
2022,9,16141,Renault,Fluence,Dynamique,2.0,16V,Combustao,M,EL,F,,,,,Medio,2016,2017,48245,4,5,48078,55820
2022,9,12191,Chevrolet,TRACKER,12T|A,1.2,12V,Combustao,A,EL,F,43,431,4,C,UtilEsportivoCompacto,2020,2020,14374,1,1,84608,96560
2022,9,22121,Citroen,C4,CACTUS|FEEL|AT,1.6,16V,Combustao,A,EL,F,31,559,3,B,UtilEsportivoCompacto,2020,2020,54974,1,1,72127,82374
2022,9,14171,Fiat,Palio|Weekend,ELX,1.0,8V,Combustao,M,EL,F,47,363,2,B,Medio,2014,2014,137346,3,1,41452,47330
2022,9,11111,VW,AMAROK,V6|COMFORTLINE|CD,3.0,24V,Combustao,A,HI,D,266,44,ND,B,Picape,2016,2017,107190,3,3,125725,145080
2022,9,14171,Fiat,Palio|Weekend,ELX,1.0,8V,Combustao,M,EL,F,47,363,2,B,Medio,2014,2014,142636,2,5,40007,46452
2022,9,11111,VW,AMAROK,V6|COMFORTLINE|CD,3.0,24V,Combustao,A,HI,D,266,44,ND,B,Picape,2021,2022,16964,1,3,223060,257255
2022,9,22121,Citroen,C4,CACTUS|FEEL|AT,1.6,16V,Combustao,A,EL,F,31,559,3,B,UtilEsportivoCompacto,2021,2021,15965,1,1,80410,91656
2022,9,16141,Renault,Fluence,Dynamique,2.0,16V,Combustao,M,EL,F,,,,,Medio,2015,2016,104543,2,1,45439,51803
2022,9,16142,Renault,Fluence,Privilege,2.1,16V,Combustao,M,EL,F,,,,,Medio,2014,2015,175582,3,1,42871,48937
2022,9,16142,Renault,Fluence,Privilege,2.1,16V,Combustao,M,EL,F,,,,,Medio,2013,2013,60844,2,2,40562,46815
2022,9,22121,Citroen,C4,CACTUS|FEEL|AT,1.6,16V,Combustao,A,EL,F,31,559,3,B,UtilEsportivoCompacto,2019,2019,46854,1,2,71634,82851
2022,9,16142,Renault,Fluence,Privilege,2.1,16V,Combustao,M,EL,F,,,,,Medio,2015,2015,112778,2,5,50389,58498
2022,9,12191,Chevrolet,TRACKER,12T|A,1.2,12V,Combustao,A,EL,F,43,431,4,C,UtilEsportivoCompacto,2020,2020,35794,1,1,86274,98552
2022,9,11111,VW,AMAROK,V6|COMFORTLINE|CD,3.0,24V,Combustao,A,HI,D,266,44,ND,B,Picape,2013,2013,155792,3,3,93637,107880
2022,9,16141,Renault,Fluence,Dynamique,2.0,16V,Combustao,M,EL,F,,,,,Medio,2017,2018,73630,4,1,52821,60275
2022,9,14171,Fiat,Palio|Weekend,ELX,1.0,8V,Combustao,M,EL,F,47,363,2,B,Medio,2013,2013,78502,4,1,35885,40991
2022,9,11111,VW,AMAROK,V6|COMFORTLINE|CD,3.0,24V,Combustao,A,HI,D,266,44,ND,B,Picape,2013,2014,66273,3,1,89129,101613
2022,9,16142,Renault,Fluence,Privilege,2.1,16V,Combustao,M,EL,F,,,,,Medio,2013,2013,132371,2,5,39523,45805
2022,9,16141,Renault,Fluence,Dynamique,2.0,16V,Combustao,M,EL,F,,,,,Medio,2017,2017,90362,2,3,51955,59815
2022,9,22121,Citroen,C4,CACTUS|FEEL|AT,1.6,16V,Combustao,A,EL,F,31,559,3,B,UtilEsportivoCompacto,2019,2019,24533,1,1,69366,79123
2022,9,12191,Chevrolet,TRACKER,12T|A,1.2,12V,Combustao,A,EL,F,43,431,4,C,UtilEsportivoCompacto,2019,2019,63638,2,1,89693,102223
2022,9,12191,Chevrolet,TRACKER,12T|A,1.2,12V,Combustao,A,EL,F,43,431,4,C,UtilEsportivoCompacto,2019,2020,50531,1,6,90406,105558
2022,9,14171,Fiat,Palio|Weekend,ELX,1.0,8V,Combustao,M,EL,F,47,363,2,B,Medio,2013,2013,123775,2,5,37312,43346
2022,9,13114,Ford,Focus,S|AT,1.6,16V,Combustao,M,HI,F,,,,,Medio,2015,2016,127297,2,6,42816,49574
2022,9,12121,Chevrolet,CRUZE,HB|LT|HB|AT,1.4,16V,Combustao,A,EL,F,17,337,2,B,Grande,2021,2021,7133,1,1,107089,121120
2022,9,14142,Fiat,Idea,Essence,1.6,8V,Combustao,M,EL,F,47,363,2,B,Medio,2015,2016,106943,3,5,35286,40611
2022,9,12172,Chevrolet,S10,LS|DS4,2.8,16V,Combustao,M,EL,D,261,59,0,B,Picape,2017,2017,38595,1,1,98588,111607
2022,9,12181,Chevrolet,SPIN,AT|ACT,1.8,8V,Combustao,A,EL,F,33,351,2,B,Minivan,2017,2017,168613,1,4,58334,67232
2022,9,14213,Fiat,TORO,ULTRA|AT9|4X4,2.0,16V,Combustao,A,EL,D,62,15,0,A,Picape,2021,2022,18340,1,2,145978,167324
2022,9,18113,Hyundai,CRETA,Attitude,1.6,16V,Combustao,A,EL,F,20,145,3,A,UtilEsportivoCompacto,2018,2019,67702,1,5,78636,90379
2022,9,11121,VW,CROSSFOX,SA,1.6,16V,Combustao,M,EL,F,,,,,Compacto,2014,2014,129855,4,4,41520,47856
2022,9,18111,Hyundai,CRETA,Action,1.6,16V,Combustao,A,EL,F,35,492,3,B,UtilEsportivoCompacto,2020,2020,54949,1,1,73157,82848
2022,9,21131,Nissan,Versa,16S,1.6,16V,Combustao,CVT,EL,F,35,258,1,B,Medio,2016,2016,108017,2,1,39795,44965
2022,9,18112,Hyundai,CRETA,Comfort,1.0,12V,Combustao,A,EL,F,20,145,3,A,UtilEsportivoCompacto,2021,2022,17632,1,1,96736,109339
2022,9,18113,Hyundai,CRETA,Attitude,1.6,16V,Combustao,A,EL,F,20,145,3,A,UtilEsportivoCompacto,2020,2020,34463,1,2,78307,89706
2022,9,11191,VW,Virtus,CL,1.0,8V,Combustao,A,EL,F,,,,,Medio,2021,2021,16897,1,4,78443,90503
2022,9,18114,Hyundai,CRETA,Ultimate,2.0,16V,Combustao,A,EL,F,21,329,3,A,UtilEsportivoCompacto,2017,2017,76440,4,1,74785,84647
2022,9,18114,Hyundai,CRETA,Ultimate,2.0,16V,Combustao,A,EL,F,21,329,3,A,UtilEsportivoCompacto,2020,2020,35314,1,1,87243,98734
2022,9,13111,Ford,Focus,SE,1.6,16V,Combustao,M,HI,F,,,,,Medio,2017,2018,146654,3,1,62012,70174
2022,9,20121,Jeep,COMPASS,LMTD|TF|LONG,1.3,16V,Combustao,A,EL,F,39,382,4,B,UtilEsportivoGrande,2019,2020,55992,1,1,102376,115661
2022,9,13113,Ford,Focus,TI|AT,2.0,16V,Combustao,M,HI,F,,,,,Medio,2018,2018,32733,1,1,64207,72634
2022,9,22112,Citroen,C3,Tend,1.5,8V,Combustao,A,EL,F,35,278,2,B,UtilEsportivoCompacto,2018,2019,67588,4,5,44305,50902
2022,9,14215,Fiat,TORO,VOLCANO|AT9|4X4,2.0,16V,Combustao,A,EL,D,101,13,0,A,Picape,2018,2018,33579,1,4,118718,136894
2022,9,18112,Hyundai,CRETA,Comfort,1.0,12V,Combustao,A,EL,F,20,145,3,A,UtilEsportivoCompacto,2021,2022,18448,1,1,96846,109586
2022,9,22111,Citroen,C3,Ptech|ATTR,1.2,12V,Combustao,A,EL,F,35,278,2,B,UtilEsportivoCompacto,2020,2021,36535,1,1,45815,51858
2022,9,18131,Hyundai,TUCSON,TURBO|GLS,1.6,16V,Combustao,DCT,EL,G,19,247,2,A,UtilEsportivoGrande,2020,2021,36733,1,1,115692,130862
2022,9,16111,Renault,Captur,ICO|INT|ZEN,1.3,16V,Combustao,CVT,EH,F,33,63,4,B,UtilEsportivoGrande,2016,2016,206860,4,1,67165,75960
2022,9,14141,Fiat,Idea,Attractive,1.4,8V,Combustao,M,EL,F,47,363,2,B,Medio,2014,2015,120427,3,1,31151,35254
2022,9,13114,Ford,Focus,S|AT,1.6,16V,Combustao,M,HI,F,,,,,Medio,2015,2015,178482,3,1,41723,47183
2022,9,14193,Fiat,Siena,EL,1.0,8V,Combustao,M,EL,F,47,363,2,B,Medio,2014,2014,122419,3,3,30489,34825
2022,9,14182,Fiat,PULSE,IMPETUS|TF200,1.0,12V,Combustao,CVT,EL,F,36,144,4,A,UtilEsportivoCompacto,2021,2021,14593,1,1,104133,117728
2022,9,21121,Nissan,Sentra,20SL,2.0,16V,Combustao,CVT,EL,G,13,147,0,A,ExtraGrande,2019,2019,70099,3,1,74602,84360
2022,9,14215,Fiat,TORO,VOLCANO|AT9|4X4,2.0,16V,Combustao,A,EL,D,101,13,0,A,Picape,2017,2017,123486,4,1,106533,120548
2022,9,11122,VW,CROSSFOX,MA,1.6,16V,Combustao,M,EL,F,,,,,Compacto,2015,2016,118630,2,5,46138,53037
2022,9,18132,Hyundai,TUCSON,TURBO|LTD,1.6,16V,Combustao,DCT,EL,G,19,247,2,A,UtilEsportivoGrande,2018,2018,66343,1,1,111386,125970
2022,9,11191,VW,Virtus,CL,1.0,8V,Combustao,A,EL,F,,,,,Medio,2017,2017,72223,1,1,53167,60165
2022,9,12174,Chevrolet,S10,LT|DD4,2.8,16V,Combustao,M,EL,D,284,71,0,B,Picape,2016,2016,173015,1,1,119853,135696
2022,9,12181,Chevrolet,SPIN,AT|ACT,1.8,8V,Combustao,A,EL,F,33,351,2,B,Minivan,2019,2020,44443,1,1,67202,76092
2022,9,14211,Fiat,TORO,ENDURANCE|MT5,1.3,16V,Combustao,A,EL,F,47,170,4,B,Picape,2021,2022,16798,1,6,87653,101495
2022,9,14213,Fiat,TORO,ULTRA|AT9|4X4,2.0,16V,Combustao,A,EL,D,62,15,0,A,Picape,2019,2020,49976,2,1,141647,160058
2022,9,18131,Hyundai,TUCSON,TURBO|GLS,1.6,16V,Combustao,DCT,EL,G,19,247,2,A,UtilEsportivoGrande,2019,2019,52923,2,1,108761,123122
2022,9,12172,Chevrolet,S10,LS|DS4,2.8,16V,Combustao,M,EL,D,261,59,0,B,Picape,2019,2019,50730,2,2,124178,142183
2022,9,14214,Fiat,TORO,VOLCANO|AT,1.3,16V,Combustao,A,EL,F,48,204,4,B,Picape,2019,2020,47677,1,1,119962,135743
2022,9,12174,Chevrolet,S10,LT|DD4,2.8,16V,Combustao,M,EL,D,284,71,0,B,Picape,2018,2019,64131,4,2,137561,157464
2022,9,12183,Chevrolet,SPIN,AT|PREMIER,1.8,8V,Combustao,A,EL,F,33,351,2,B,Minivan,2021,2021,32984,1,2,82811,94843
2022,9,13111,Ford,Focus,SE,1.6,16V,Combustao,M,HI,F,,,,,Medio,2019,2019,48295,1,1,69091,78166
2022,9,16111,Renault,Captur,ICO|INT|ZEN,1.3,16V,Combustao,CVT,EH,F,33,63,4,B,UtilEsportivoGrande,2018,2019,116578,4,1,71626,81013
2022,9,14192,Fiat,Siena,Attractive,1.4,8V,Combustao,M,EL,F,47,363,2,B,Medio,2020,2020,41620,1,2,44492,50927
2022,9,12174,Chevrolet,S10,LT|DD4,2.8,16V,Combustao,M,EL,D,284,71,0,B,Picape,2015,2015,103168,2,2,112961,129307
2022,9,11191,VW,Virtus,CL,1.0,8V,Combustao,A,EL,F,,,,,Medio,2020,2020,33558,1,5,72414,83297
2022,9,11121,VW,CROSSFOX,SA,1.6,16V,Combustao,M,EL,F,,,,,Compacto,2017,2018,85293,1,1,51959,58687
2022,9,16131,Renault,Duster,ICO|INT|ZEN,1.6,16V,Combustao,CVT,EH,F,51,317,1,B,UtilEsportivoGrande,2021,2022,18824,1,1,73193,82684
2022,9,12173,Chevrolet,S10,LT|DD2,2.8,16V,Combustao,M,EL,D,261,59,0,B,Picape,2013,2014,137833,3,1,92157,104269
2022,9,14141,Fiat,Idea,Attractive,1.4,8V,Combustao,M,EL,F,47,363,2,B,Medio,2015,2015,121760,1,4,34967,40315
2022,9,12171,Chevrolet,S10,LS|DD4,2.8,16V,Combustao,M,EL,D,284,71,0,B,Picape,2015,2016,120524,2,1,85605,96927
2022,9,12184,Chevrolet,SPIN,MT|LT,1.8,8V,Combustao,M,EL,F,51,411,2,B,Minivan,2020,2020,15806,1,1,64242,72712
